E\Neo-Assyrian\4063.png, 0
E\Neo-Assyrian\4064.png, 0
E\Neo-Assyrian\4065.png, 0
E\Neo-Assyrian\4066.png, 0
E\Neo-Assyrian\4067.png, 0
E\Neo-Assyrian\4068.png, 0
E\Neo-Assyrian\4069.png, 0
E\Neo-Assyrian\4070.png, 0
E\Neo-Assyrian\4072.png, 0
E\Neo-Assyrian\4073.png, 0
E\Neo-Assyrian\4074.png, 0
E\Neo-Assyrian\4075.png, 0
E\Neo-Assyrian\4076.png, 0
E\Neo-Assyrian\4077.png, 0
E\Neo-Assyrian\4078.png, 0
E\Neo-Assyrian\4079.png, 0
E\Neo-Assyrian\4080.png, 0
E\Neo-Assyrian\4081.png, 0
E\Neo-Assyrian\4082.png, 0
E\Neo-Assyrian\4083.png, 0
E\Neo-Assyrian\4084.png, 0
E\Neo-Assyrian\4085.png, 0
E\Neo-Assyrian\4086.png, 0
E\Neo-Assyrian\4087.png, 0
E\Neo-Assyrian\4088.png, 0
E\Neo-Assyrian\4089.png, 0
E\Neo-Assyrian\4090.png, 0
E\Neo-Assyrian\4091.png, 0
E\Neo-Assyrian\4092.png, 0
E\Neo-Assyrian\4093.png, 0
E\Neo-Assyrian\4094.png, 0
E\Neo-Assyrian\4095.png, 0
E\Neo-Assyrian\4096.png, 0
E\Neo-Assyrian\4097.png, 0
E\Neo-Assyrian\4098.png, 0
E\Neo-Assyrian\4099.png, 0
E\Neo-Assyrian\4100.png, 0
E\Neo-Assyrian\4101.png, 0
E\Neo-Assyrian\4102.png, 0
E\Neo-Assyrian\4103.png, 0
E\Neo-Assyrian\4104.png, 0
E\Neo-Assyrian\4115.png, 0
E\Neo-Assyrian\4116.png, 0
E\Neo-Assyrian\4117.png, 0
E\Neo-Assyrian\4118.png, 0
E\Neo-Assyrian\4119.png, 0
E\Neo-Assyrian\4120.png, 0
E\Neo-Assyrian\4121.png, 0
E\Neo-Assyrian\4122.png, 0
E\Neo-Assyrian\4123.png, 0
E\Neo-Assyrian\4124.png, 0
E\Neo-Assyrian\4125.png, 0
E\Neo-Assyrian\4126.png, 0
E\Neo-Assyrian\4127.png, 0
E\Neo-Assyrian\4128.png, 0
E\Neo-Assyrian\4129.png, 0
E\Neo-Assyrian\4130.png, 0
E\Neo-Assyrian\4131.png, 0
E\Neo-Assyrian\4133.png, 0
E\Neo-Assyrian\4134.png, 0
E\Neo-Assyrian\4135.png, 0
E\Neo-Assyrian\4136.png, 0
E\Neo-Assyrian\4137.png, 0
E\Neo-Assyrian\4138.png, 0
E\Neo-Assyrian\4139.png, 0
E\Neo-Assyrian\4140.png, 0
E\Neo-Assyrian\4164.png, 0
E\Neo-Assyrian\4165.png, 0
E\Neo-Assyrian\4166.png, 0
E\Neo-Assyrian\4167.png, 0
E\Neo-Assyrian\4168.png, 0
E\Neo-Assyrian\4169.png, 0
E\Neo-Assyrian\4174.png, 0
E\Neo-Assyrian\4175.png, 0
E\Neo-Assyrian\4176.png, 0
E\Neo-Assyrian\4177.png, 0
E\Neo-Assyrian\4189.png, 0
E\Neo-Assyrian\4190.png, 0
E\Neo-Assyrian\4192.png, 0
E\Neo-Assyrian\4193.png, 0
E\Neo-Assyrian\4194.png, 0
E\Neo-Assyrian\4195.png, 0
E\Neo-Assyrian\4196.png, 0
E\Neo-Assyrian\4197.png, 0
E\Neo-Assyrian\4198.png, 0
E\Neo-Assyrian\4199.png, 0
E\Neo-Assyrian\4222.png, 0
E\Neo-Assyrian\4233.png, 0
E\Neo-Assyrian\4250.png, 0
E\Neo-Assyrian\4251.png, 0
E\Neo-Assyrian\4252.png, 0
E\Neo-Assyrian\4253.png, 0
E\Neo-Assyrian\4362.png, 0
E\Neo-Assyrian\4363.png, 0
E\Neo-Assyrian\4364.png, 0
E\Neo-Babylonian\4071.png, 1
E\Neo-Babylonian\4105.png, 1
E\Neo-Babylonian\4106.png, 1
E\Neo-Babylonian\4107.png, 1
E\Neo-Babylonian\4108.png, 1
E\Neo-Babylonian\4109.png, 1
E\Neo-Babylonian\4110.png, 1
E\Neo-Babylonian\4111.png, 1
E\Neo-Babylonian\4112.png, 1
E\Neo-Babylonian\4113.png, 1
E\Neo-Babylonian\4114.png, 1
E\Neo-Babylonian\4132.png, 1
E\Neo-Babylonian\4141.png, 1
E\Neo-Babylonian\4142.png, 1
E\Neo-Babylonian\4143.png, 1
E\Neo-Babylonian\4144.png, 1
E\Neo-Babylonian\4145.png, 1
E\Neo-Babylonian\4146.png, 1
E\Neo-Babylonian\4147.png, 1
E\Neo-Babylonian\4148.png, 1
E\Neo-Babylonian\4149.png, 1
E\Neo-Babylonian\4150.png, 1
E\Neo-Babylonian\4151.png, 1
E\Neo-Babylonian\4152.png, 1
E\Neo-Babylonian\4153.png, 1
E\Neo-Babylonian\4154.png, 1
E\Neo-Babylonian\4155.png, 1
E\Neo-Babylonian\4156.png, 1
E\Neo-Babylonian\4157.png, 1
E\Neo-Babylonian\4158.png, 1
E\Neo-Babylonian\4159.png, 1
E\Neo-Babylonian\4160.png, 1
E\Neo-Babylonian\4161.png, 1
E\Neo-Babylonian\4162.png, 1
E\Neo-Babylonian\4163.png, 1
E\Neo-Babylonian\4170.png, 1
E\Neo-Babylonian\4171.png, 1
E\Neo-Babylonian\4172.png, 1
E\Neo-Babylonian\4173.png, 1
E\Neo-Babylonian\4178.png, 1
E\Neo-Babylonian\4179.png, 1
E\Neo-Babylonian\4180.png, 1
E\Neo-Babylonian\4181.png, 1
E\Neo-Babylonian\4182.png, 1
E\Neo-Babylonian\4183.png, 1
E\Neo-Babylonian\4184.png, 1
E\Neo-Babylonian\4185.png, 1
E\Neo-Babylonian\4186.png, 1
E\Neo-Babylonian\4187.png, 1
E\Neo-Babylonian\4188.png, 1
E\Neo-Babylonian\4191.png, 1
E\Neo-Babylonian\4200.png, 1
E\Neo-Babylonian\4201.png, 1
E\Neo-Babylonian\4202.png, 1
E\Neo-Babylonian\4203.png, 1
E\Neo-Babylonian\4204.png, 1
E\Neo-Babylonian\4205.png, 1
E\Neo-Babylonian\4206.png, 1
E\Neo-Babylonian\4207.png, 1
E\Neo-Babylonian\4208.png, 1
E\Neo-Babylonian\4209.png, 1
E\Neo-Babylonian\4210.png, 1
E\Neo-Babylonian\4211.png, 1
E\Neo-Babylonian\4212.png, 1
E\Neo-Babylonian\4213.png, 1
E\Neo-Babylonian\4214.png, 1
E\Neo-Babylonian\4215.png, 1
E\Neo-Babylonian\4216.png, 1
E\Neo-Babylonian\4217.png, 1
E\Neo-Babylonian\4218.png, 1
E\Neo-Babylonian\4219.png, 1
E\Neo-Babylonian\4220.png, 1
E\Neo-Babylonian\4221.png, 1
E\Neo-Babylonian\4223.png, 1
E\Neo-Babylonian\4224.png, 1
E\Neo-Babylonian\4225.png, 1
E\Neo-Babylonian\4226.png, 1
E\Neo-Babylonian\4227.png, 1
E\Neo-Babylonian\4228.png, 1
E\Neo-Babylonian\4229.png, 1
E\Neo-Babylonian\4230.png, 1
E\Neo-Babylonian\4231.png, 1
E\Neo-Babylonian\4232.png, 1
E\Neo-Babylonian\4234.png, 1
E\Neo-Babylonian\4235.png, 1
E\Neo-Babylonian\4236.png, 1
E\Neo-Babylonian\4237.png, 1
E\Neo-Babylonian\4238.png, 1
E\Neo-Babylonian\4239.png, 1
E\Neo-Babylonian\4240.png, 1
E\Neo-Babylonian\4241.png, 1
E\Neo-Babylonian\4242.png, 1
E\Neo-Babylonian\4243.png, 1
E\Neo-Babylonian\4244.png, 1
